<USER_REQUEST>
id,question,answer,category,destination,country
454,What food should I try in Kochi?,"Try well-reviewed local dishes and regional specialties in Kochi. For food planning, balance inexpensive local meals with a few special experiences and account for dietary restrictions.",travel_planning_budget,Kochi,India
455,What is a good business plan for Hyderabad for 1 days?,"For a 1-day business trip to Hyderabad, focus on nightlife. Allocate time across major attractions, local food, transport, and rest. Keep a daily budget buffer of about 10–15% for unexpected expenses.",travel_planning_budget,Hyderabad,India
456,How can I make a 12-day itinerary for Pune?,"Group attractions geographically, assign realistic travel time, leave breaks, and prioritize the user's top interests. Keep one flexible period in the itinerary for delays or spontaneous activities.",travel_planning_budget,Pune,India
457,How much should I budget for Tokyo for 12 days as a budget traveler?,"Estimate the trip by adding transport, accommodation, food, local travel, attractions, and a 10–15% contingency. For Tokyo, the exact amount depends on season, hotel class, group size, and activities.",travel_planning_budget,Tokyo,Japan
458,How can I reduce my travel cost in Pune?,"Travel in the shoulder or off-season, compare transport and accommodation, use public transit where practical, choose local food, group nearby attractions, and reserve a contingency rather than spending the full budget.",travel_planning_budget,Pune,India
459,Is Tokyo suitable for a family trip?,"It can be suitable, but the answer depends on season, mobility, interests, safety conditions, and budget. The app should personalize the itinerary instead of assuming one destination fits every traveler.",travel_planning_budget,Tokyo,Japan
460,How much should I budget for Varanasi for 10 days as a couple traveler?,"Estimate the trip by adding transport, accommodation, food, local travel, attractions, and a 10–15% contingency. For Varanasi, the exact amount depends on season, hotel class, group size, and activities.",travel_planning_budget,Varanasi,India
461,Is Singapore suitable for a budget trip?,"It can be suitable, but the answer depends on season, mobility, interests, safety conditions, and budget. The app should personalize the itinerary instead of assuming one destination fits every traveler.",travel_planning_budget,Singapore,Singapore
462,What should I see in Munnar if I like beaches?,"Choose attractions and experiences in Munnar that match beaches, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Munnar,India
463,How much should I budget for Vijayawada for 8 days as a luxury traveler?,"Estimate the trip by adding transport, accommodation, food, local travel, attractions, and a 10–15% contingency. For Vijayawada, the exact amount depends on season, hotel class, group size, and activities.",travel_planning_budget,Vijayawada,India
464,What if my budget is too low for New York?,"Reduce hotel category, use public transport, shorten the trip, travel in a cheaper season, choose free attractions, and compare alternative nearby destinations. Never hide unavoidable costs; show the user which assumptions drive the estimate.",travel_planning_budget,New York,USA
465,What if my budget is too low for Kolkata?,"Reduce hotel category, use public transport, shorten the trip, travel in a cheaper season, choose free attractions, and compare alternative nearby destinations. Never hide unavoidable costs; show the user which assumptions drive the estimate.",travel_planning_budget,Kolkata,India
466,What if my budget is too low for Dubai?,"Reduce hotel category, use public transport, shorten the trip, travel in a cheaper season, choose free attractions, and compare alternative nearby destinations. Never hide unavoidable costs; show the user which assumptions drive the estimate.",travel_planning_budget,Dubai,UAE
467,What should I see in Goa if I like culture?,"Choose attractions and experiences in Goa that match culture, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Goa,India
468,Is Shimla suitable for a business trip?,"It can be suitable, but the answer depends on season, mobility, interests, safety conditions, and budget. The app should personalize the itinerary instead of assuming one destination fits every traveler.",travel_planning_budget,Shimla,India
469,How should I split a ₹75000 budget for Paris for 12 days?,"A useful starting split is about 25–35% accommodation, 20–35% intercity transport, 15–20% food, 10–15% local transport, 5–10% attractions, and 10–15% contingency. Adjust these percentages to the destination and trip style.",travel_planning_budget,Paris,France
470,What if my budget is too low for Visakhapatnam?,"Reduce hotel category, use public transport, shorten the trip, travel in a cheaper season, choose free attractions, and compare alternative nearby destinations. Never hide unavoidable costs; show the user which assumptions drive the estimate.",travel_planning_budget,Visakhapatnam,India
